College,Branch,Quota,Caste,Gender,Opening Rank,Closing Rank,year,round
"National Institute of Technology, Andhra Pradesh","Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,ST,,934.0,1446.0,2016,3
"National Institute of Technology, Andhra Pradesh","Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,OPEN,,4863.0,11101.0,2016,3
"National Institute of Technology, Andhra Pradesh","Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,OPEN (PwD),,408.0,408.0,2016,3
"National Institute of Technology, Andhra Pradesh","Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,,2162.0,3694.0,2016,3
"National Institute of Technology, Andhra Pradesh","Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,SC,,1364.0,2185.0,2016,3
"National Institute of Technology, Andhra Pradesh","Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,ST,,933.0,1019.0,2016,3
"National Institute of Technology, Andhra Pradesh","Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",HS,OPEN,,8365.0,18280.0,2016,3
"National Institute of Technology, Andhra Pradesh","Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,,4752.0,5864.0,2016,3
"National Institute of Technology, Andhra Pradesh","Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",HS,SC,,3012.0,3279.0,2016,3
"National Institute of Technology, Andhra Pradesh","Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",HS,ST,,1245.0,1794.0,2016,3
"National Institute of Technology, Andhra Pradesh","Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",OS,OPEN,,14030.0,19533.0,2016,3
"National Institute of Technology, Andhra Pradesh","Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,,4775.0,6299.0,2016,3
"National Institute of Technology, Andhra Pradesh","Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL (PwD),,295.0,295.0,2016,3
"National Institute of Technology, Andhra Pradesh","Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",OS,SC,,2495.0,3519.0,2016,3
"National Institute of Technology, Andhra Pradesh","Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",OS,ST,,988.0,1148.0,2016,3
"National Institute of Technology, Andhra Pradesh","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",HS,OPEN,,5949.0,12202.0,2016,3
"National Institute of Technology, Andhra Pradesh","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",HS,OPEN (PwD),,338.0,338.0,2016,3
"National Institute of Technology, Andhra Pradesh","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,,2932.0,4686.0,2016,3
"National Institute of Technology, Andhra Pradesh","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",HS,SC,,1153.0,2369.0,2016,3
"National Institute of Technology, Andhra Pradesh","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",HS,ST,,1340.0,1782.0,2016,3
"National Institute of Technology, Andhra Pradesh","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,OPEN,,8366.0,14411.0,2016,3
"National Institute of Technology, Andhra Pradesh","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,,3712.0,4846.0,2016,3
"National Institute of Technology, Andhra Pradesh","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL (PwD),,173.0,173.0,2016,3
"National Institute of Technology, Andhra Pradesh","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,SC,,2978.0,3469.0,2016,3
"National Institute of Technology, Andhra Pradesh","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,ST,,829.0,1172.0,2016,3
"National Institute of Technology, Andhra Pradesh","Mechanical Engineering (4 Years, Bachelor of Technology)",HS,OPEN,,12803.0,19953.0,2016,3
"National Institute of Technology, Andhra Pradesh","Mechanical Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,,4897.0,5966.0,2016,3
"National Institute of Technology, Andhra Pradesh","Mechanical Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL (PwD),,583.0,583.0,2016,3
"National Institute of Technology, Andhra Pradesh","Mechanical Engineering (4 Years, Bachelor of Technology)",HS,SC,,955.0,2882.0,2016,3
"National Institute of Technology, Andhra Pradesh","Mechanical Engineering (4 Years, Bachelor of Technology)",HS,ST,,886.0,1521.0,2016,3
"National Institute of Technology, Andhra Pradesh","Mechanical Engineering (4 Years, Bachelor of Technology)",OS,OPEN,,12835.0,19743.0,2016,3
"National Institute of Technology, Andhra Pradesh","Mechanical Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,,4378.0,5957.0,2016,3
"National Institute of Technology, Andhra Pradesh","Mechanical Engineering (4 Years, Bachelor of Technology)",OS,SC,,2605.0,3354.0,2016,3
"National Institute of Technology, Andhra Pradesh","Mechanical Engineering (4 Years, Bachelor of Technology)",OS,ST,,783.0,962.0,2016,3
"National Institute of Technology, Andhra Pradesh","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",HS,OPEN,,24047.0,28849.0,2016,3
"National Institute of Technology, Andhra Pradesh","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,,8556.0,10075.0,2016,3
"National Institute of Technology, Andhra Pradesh","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",HS,SC,,3353.0,3441.0,2016,3
"National Institute of Technology, Andhra Pradesh","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",HS,ST,,2457.0,2457.0,2016,3
"National Institute of Technology, Andhra Pradesh","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",OS,OPEN,,26201.0,27552.0,2016,3
"National Institute of Technology, Andhra Pradesh","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",OS,OPEN (PwD),,806.0,806.0,2016,3
"National Institute of Technology, Andhra Pradesh","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,,7114.0,8639.0,2016,3
"National Institute of Technology, Andhra Pradesh","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",OS,SC,,5047.0,5452.0,2016,3
"National Institute of Technology, Andhra Pradesh","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",OS,ST,,1083.0,1083.0,2016,3
"Indian Institute of Engineering Science and Technology, Shibpur","Aerospace Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",HS,OPEN,,17572.0,29676.0,2016,3
"Indian Institute of Engineering Science and Technology, Shibpur","Aerospace Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",HS,OBC-NCL,,15995.0,28272.0,2016,3
"Indian Institute of Engineering Science and Technology, Shibpur","Aerospace Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",HS,SC,,2447.0,3796.0,2016,3
"Indian Institute of Engineering Science and Technology, Shibpur","Aerospace Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",HS,ST,,9877.0,9877.0,2016,3
"Indian Institute of Engineering Science and Technology, Shibpur","Aerospace Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",OS,OPEN,,7596.0,18027.0,2016,3
"Indian Institute of Engineering Science and Technology, Shibpur","Aerospace Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",OS,OBC-NCL,,3960.0,5807.0,2016,3
"Indian Institute of Engineering Science and Technology, Shibpur","Aerospace Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",OS,SC,,468.0,2158.0,2016,3
"Indian Institute of Engineering Science and Technology, Shibpur","Aerospace Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",OS,ST,,1553.0,1553.0,2016,3
"Indian Institute of Engineering Science and Technology, Shibpur","Architecture, Town and Regional Planning (5 Years, Bachelor of Architecture)",HS,OPEN,,1015.0,2925.0,2016,3
"Indian Institute of Engineering Science and Technology, Shibpur","Architecture, Town and Regional Planning (5 Years, Bachelor of Architecture)",HS,OBC-NCL,,1212.0,1606.0,2016,3
"Indian Institute of Engineering Science and Technology, Shibpur","Architecture, Town and Regional Planning (5 Years, Bachelor of Architecture)",HS,SC,,217.0,254.0,2016,3
"Indian Institute of Engineering Science and Technology, Shibpur","Architecture, Town and Regional Planning (5 Years, Bachelor of Architecture)",HS,ST,,144.0,144.0,2016,3
"Indian Institute of Engineering Science and Technology, Shibpur","Architecture, Town and Regional Planning (5 Years, Bachelor of Architecture)",OS,OPEN,,1624.0,3249.0,2016,3
"Indian Institute of Engineering Science and Technology, Shibpur","Architecture, Town and Regional Planning (5 Years, Bachelor of Architecture)",OS,OBC-NCL,,941.0,1204.0,2016,3
"Indian Institute of Engineering Science and Technology, Shibpur","Architecture, Town and Regional Planning (5 Years, Bachelor of Architecture)",OS,SC,,227.0,332.0,2016,3
"Indian Institute of Engineering Science and Technology, Shibpur","Architecture, Town and Regional Planning (5 Years, Bachelor of Architecture)",OS,ST,,303.0,303.0,2016,3
"Indian Institute of Engineering Science and Technology, Shibpur","Civil Engineering with any of the listed specialization (5 Years, Bachelor and Master of Technology (Dual Degree))",HS,OPEN,,20565.0,31513.0,2016,3
"Indian Institute of Engineering Science and Technology, Shibpur","Civil Engineering with any of the listed specialization (5 Years, Bachelor and Master of Technology (Dual Degree))",HS,OPEN (PwD),,221.0,221.0,2016,3
"Indian Institute of Engineering Science and Technology, Shibpur","Civil Engineering with any of the listed specialization (5 Years, Bachelor and Master of Technology (Dual Degree))",HS,OBC-NCL,,9626.0,32254.0,2016,3
"Indian Institute of Engineering Science and Technology, Shibpur","Civil Engineering with any of the listed specialization (5 Years, Bachelor and Master of Technology (Dual Degree))",HS,SC,,2768.0,5752.0,2016,3
"Indian Institute of Engineering Science and Technology, Shibpur","Civil Engineering with any of the listed specialization (5 Years, Bachelor and Master of Technology (Dual Degree))",HS,ST,,4460.0,7980.0,2016,3
"Indian Institute of Engineering Science and Technology, Shibpur","Civil Engineering with any of the listed specialization (5 Years, Bachelor and Master of Technology (Dual Degree))",OS,OPEN,,23185.0,27897.0,2016,3
"Indian Institute of Engineering Science and Technology, Shibpur","Civil Engineering with any of the listed specialization (5 Years, Bachelor and Master of Technology (Dual Degree))",OS,OPEN (PwD),,535.0,535.0,2016,3
"Indian Institute of Engineering Science and Technology, Shibpur","Civil Engineering with any of the listed specialization (5 Years, Bachelor and Master of Technology (Dual Degree))",OS,OBC-NCL,,6839.0,9135.0,2016,3
"Indian Institute of Engineering Science and Technology, Shibpur","Civil Engineering with any of the listed specialization (5 Years, Bachelor and Master of Technology (Dual Degree))",OS,SC,,2309.0,6000.0,2016,3
"Indian Institute of Engineering Science and Technology, Shibpur","Civil Engineering with any of the listed specialization (5 Years, Bachelor and Master of Technology (Dual Degree))",OS,ST,,765.0,2735.0,2016,3
"Indian Institute of Engineering Science and Technology, Shibpur","Computer Science and Technology (5 Years, Bachelor and Master of Technology (Dual Degree))",HS,OPEN,,2616.0,11980.0,2016,3
"Indian Institute of Engineering Science and Technology, Shibpur","Computer Science and Technology (5 Years, Bachelor and Master of Technology (Dual Degree))",HS,OBC-NCL,,3106.0,12062.0,2016,3
"Indian Institute of Engineering Science and Technology, Shibpur","Computer Science and Technology (5 Years, Bachelor and Master of Technology (Dual Degree))",HS,SC,,794.0,1728.0,2016,3
"Indian Institute of Engineering Science and Technology, Shibpur","Computer Science and Technology (5 Years, Bachelor and Master of Technology (Dual Degree))",HS,ST,,1346.0,4971.0,2016,3
"Indian Institute of Engineering Science and Technology, Shibpur","Computer Science and Technology (5 Years, Bachelor and Master of Technology (Dual Degree))",OS,OPEN,,8102.0,15875.0,2016,3
"Indian Institute of Engineering Science and Technology, Shibpur","Computer Science and Technology (5 Years, Bachelor and Master of Technology (Dual Degree))",OS,OPEN (PwD),,390.0,390.0,2016,3
"Indian Institute of Engineering Science and Technology, Shibpur","Computer Science and Technology (5 Years, Bachelor and Master of Technology (Dual Degree))",OS,OBC-NCL,,3993.0,6356.0,2016,3
"Indian Institute of Engineering Science and Technology, Shibpur","Computer Science and Technology (5 Years, Bachelor and Master of Technology (Dual Degree))",OS,SC,,2454.0,3293.0,2016,3
"Indian Institute of Engineering Science and Technology, Shibpur","Computer Science and Technology (5 Years, Bachelor and Master of Technology (Dual Degree))",OS,ST,,1388.0,3021.0,2016,3
"Indian Institute of Engineering Science and Technology, Shibpur","Electrical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",HS,OPEN,,7850.0,19546.0,2016,3
"Indian Institute of Engineering Science and Technology, Shibpur","Electrical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",HS,OPEN (PwD),,1218.0,1218.0,2016,3
"Indian Institute of Engineering Science and Technology, Shibpur","Electrical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",HS,OBC-NCL,,13373.0,29131.0,2016,3
"Indian Institute of Engineering Science and Technology, Shibpur","Electrical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",HS,SC,,2608.0,4475.0,2016,3
"Indian Institute of Engineering Science and Technology, Shibpur","Electrical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",HS,ST,,4385.0,5759.0,2016,3
"Indian Institute of Engineering Science and Technology, Shibpur","Electrical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",OS,OPEN,,18609.0,23842.0,2016,3
"Indian Institute of Engineering Science and Technology, Shibpur","Electrical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",OS,OBC-NCL,,6417.0,8059.0,2016,3
"Indian Institute of Engineering Science and Technology, Shibpur","Electrical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",OS,SC,,5038.0,5731.0,2016,3
"Indian Institute of Engineering Science and Technology, Shibpur","Electrical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",OS,ST,,1426.0,2333.0,2016,3
"Indian Institute of Engineering Science and Technology, Shibpur","Electronics and Telecommunication Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",HS,OPEN,,4824.0,15357.0,2016,3
"Indian Institute of Engineering Science and Technology, Shibpur","Electronics and Telecommunication Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",HS,OBC-NCL,,7932.0,23790.0,2016,3
"Indian Institute of Engineering Science and Technology, Shibpur","Electronics and Telecommunication Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",HS,SC,,843.0,2329.0,2016,3
"Indian Institute of Engineering Science and Technology, Shibpur","Electronics and Telecommunication Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",HS,ST,,2953.0,5086.0,2016,3
"Indian Institute of Engineering Science and Technology, Shibpur","Electronics and Telecommunication Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",OS,OPEN,,16455.0,21805.0,2016,3
"Indian Institute of Engineering Science and Technology, Shibpur","Electronics and Telecommunication Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",OS,OPEN (PwD),,921.0,921.0,2016,3
"Indian Institute of Engineering Science and Technology, Shibpur","Electronics and Telecommunication Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",OS,OBC-NCL,,5877.0,7748.0,2016,3
"Indian Institute of Engineering Science and Technology, Shibpur","Electronics and Telecommunication Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",OS,SC,,4961.0,5939.0,2016,3
"Indian Institute of Engineering Science and Technology, Shibpur","Electronics and Telecommunication Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",OS,ST,,1772.0,3057.0,2016,3
"Indian Institute of Engineering Science and Technology, Shibpur","Information Technology (5 Years, Bachelor and Master of Technology (Dual Degree))",HS,OPEN,,14881.0,28586.0,2016,3
"Indian Institute of Engineering Science and Technology, Shibpur","Information Technology (5 Years, Bachelor and Master of Technology (Dual Degree))",HS,OBC-NCL,,20015.0,33251.0,2016,3
"Indian Institute of Engineering Science and Technology, Shibpur","Information Technology (5 Years, Bachelor and Master of Technology (Dual Degree))",HS,SC,,1307.0,4781.0,2016,3
"Indian Institute of Engineering Science and Technology, Shibpur","Information Technology (5 Years, Bachelor and Master of Technology (Dual Degree))",HS,ST,,6857.0,9609.0,2016,3
"Indian Institute of Engineering Science and Technology, Shibpur","Information Technology (5 Years, Bachelor and Master of Technology (Dual Degree))",OS,OPEN,,16176.0,23558.0,2016,3
"Indian Institute of Engineering Science and Technology, Shibpur","Information Technology (5 Years, Bachelor and Master of Technology (Dual Degree))",OS,OPEN (PwD),,466.0,466.0,2016,3
"Indian Institute of Engineering Science and Technology, Shibpur","Information Technology (5 Years, Bachelor and Master of Technology (Dual Degree))",OS,OBC-NCL,,6613.0,8398.0,2016,3
"Indian Institute of Engineering Science and Technology, Shibpur","Information Technology (5 Years, Bachelor and Master of Technology (Dual Degree))",OS,SC,,4216.0,6146.0,2016,3
"Indian Institute of Engineering Science and Technology, Shibpur","Information Technology (5 Years, Bachelor and Master of Technology (Dual Degree))",OS,ST,,2198.0,3023.0,2016,3
"Indian Institute of Engineering Science and Technology, Shibpur","Mechanical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",HS,OPEN,,7133.0,23051.0,2016,3
"Indian Institute of Engineering Science and Technology, Shibpur","Mechanical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",HS,OPEN (PwD),,560.0,560.0,2016,3
"Indian Institute of Engineering Science and Technology, Shibpur","Mechanical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",HS,OBC-NCL,,9844.0,22717.0,2016,3
"Indian Institute of Engineering Science and Technology, Shibpur","Mechanical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",HS,SC,,878.0,4102.0,2016,3
"Indian Institute of Engineering Science and Technology, Shibpur","Mechanical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",HS,ST,,1443.0,6365.0,2016,3
"Indian Institute of Engineering Science and Technology, Shibpur","Mechanical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",OS,OPEN,,10729.0,23346.0,2016,3
"Indian Institute of Engineering Science and Technology, Shibpur","Mechanical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",OS,OBC-NCL,,5854.0,7118.0,2016,3
"Indian Institute of Engineering Science and Technology, Shibpur","Mechanical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",OS,SC,,2916.0,5103.0,2016,3
"Indian Institute of Engineering Science and Technology, Shibpur","Mechanical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",OS,ST,,2496.0,2945.0,2016,3
"Indian Institute of Engineering Science and Technology, Shibpur","Metallurgy and Materials Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",HS,OPEN,,26170.0,32447.0,2016,3
"Indian Institute of Engineering Science and Technology, Shibpur","Metallurgy and Materials Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",HS,OBC-NCL,,30904.0,40987.0,2016,3
"Indian Institute of Engineering Science and Technology, Shibpur","Metallurgy and Materials Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",HS,SC,,5391.0,6385.0,2016,3
"Indian Institute of Engineering Science and Technology, Shibpur","Metallurgy and Materials Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",HS,ST,,10156.0,10156.0,2016,3
"Indian Institute of Engineering Science and Technology, Shibpur","Metallurgy and Materials Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",OS,OPEN,,26505.0,31124.0,2016,3
"Indian Institute of Engineering Science and Technology, Shibpur","Metallurgy and Materials Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",OS,OBC-NCL,,9502.0,10663.0,2016,3
"Indian Institute of Engineering Science and Technology, Shibpur","Metallurgy and Materials Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",OS,SC,,6493.0,6928.0,2016,3
"Indian Institute of Engineering Science and Technology, Shibpur","Metallurgy and Materials Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",OS,ST,,3139.0,3139.0,2016,3
"Indian Institute of Engineering Science and Technology, Shibpur","Mining Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",HS,OPEN,,31601.0,36468.0,2016,3
"Indian Institute of Engineering Science and Technology, Shibpur","Mining Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",HS,OBC-NCL,,25663.0,42318.0,2016,3
"Indian Institute of Engineering Science and Technology, Shibpur","Mining Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",HS,SC,,4809.0,6097.0,2016,3
"Indian Institute of Engineering Science and Technology, Shibpur","Mining Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",HS,ST,,9631.0,9631.0,2016,3
"Indian Institute of Engineering Science and Technology, Shibpur","Mining Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",OS,OPEN,,27035.0,32363.0,2016,3
"Indian Institute of Engineering Science and Technology, Shibpur","Mining Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",OS,OBC-NCL,,8300.0,10654.0,2016,3
"Indian Institute of Engineering Science and Technology, Shibpur","Mining Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",OS,SC,,5280.0,7460.0,2016,3
"Indian Institute of Engineering Science and Technology, Shibpur","Mining Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",OS,ST,,1926.0,1926.0,2016,3
Atal Bihari Vajpayee Indian Institute of Information Technology & Management Gwalior,"B.Tech (Information Technology) and MBA /M.Tech (Information Technology) (5 Years, Integrated B. Tech. and M. Tech. /MBA)",AI,OPEN,,5885.0,15604.0,2016,3
Atal Bihari Vajpayee Indian Institute of Information Technology & Management Gwalior,"B.Tech (Information Technology) and MBA /M.Tech (Information Technology) (5 Years, Integrated B. Tech. and M. Tech. /MBA)",AI,OPEN (PwD),,783.0,783.0,2016,3
Atal Bihari Vajpayee Indian Institute of Information Technology & Management Gwalior,"B.Tech (Information Technology) and MBA /M.Tech (Information Technology) (5 Years, Integrated B. Tech. and M. Tech. /MBA)",AI,OBC-NCL,,3828.0,7068.0,2016,3
Atal Bihari Vajpayee Indian Institute of Information Technology & Management Gwalior,"B.Tech (Information Technology) and MBA /M.Tech (Information Technology) (5 Years, Integrated B. Tech. and M. Tech. /MBA)",AI,OBC-NCL (PwD),,459.0,459.0,2016,3
Atal Bihari Vajpayee Indian Institute of Information Technology & Management Gwalior,"B.Tech (Information Technology) and MBA /M.Tech (Information Technology) (5 Years, Integrated B. Tech. and M. Tech. /MBA)",AI,SC,,2134.0,5000.0,2016,3
Atal Bihari Vajpayee Indian Institute of Information Technology & Management Gwalior,"B.Tech (Information Technology) and MBA /M.Tech (Information Technology) (5 Years, Integrated B. Tech. and M. Tech. /MBA)",AI,ST,,1419.0,2939.0,2016,3
"Indian Institute of Information Technology (IIIT)Kota, Rajasthan","Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OPEN,,9888.0,18176.0,2016,3
"Indian Institute of Information Technology (IIIT)Kota, Rajasthan","Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OPEN (PwD),,843.0,843.0,2016,3
"Indian Institute of Information Technology (IIIT)Kota, Rajasthan","Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,,4331.0,8234.0,2016,3
"Indian Institute of Information Technology (IIIT)Kota, Rajasthan","Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL (PwD),,323.0,323.0,2016,3
"Indian Institute of Information Technology (IIIT)Kota, Rajasthan","Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,SC,,2789.0,4848.0,2016,3
"Indian Institute of Information Technology (IIIT)Kota, Rajasthan","Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,ST,,1494.0,2149.0,2016,3
"Indian Institute of Information Technology (IIIT)Kota, Rajasthan","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,OPEN,,18363.0,22064.0,2016,3
"Indian Institute of Information Technology (IIIT)Kota, Rajasthan","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,OPEN (PwD),,1016.0,1016.0,2016,3
"Indian Institute of Information Technology (IIIT)Kota, Rajasthan","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,,8384.0,9208.0,2016,3
"Indian Institute of Information Technology (IIIT)Kota, Rajasthan","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL (PwD),,736.0,736.0,2016,3
"Indian Institute of Information Technology (IIIT)Kota, Rajasthan","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,SC,,2857.0,5327.0,2016,3
"Indian Institute of Information Technology (IIIT)Kota, Rajasthan","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,ST,,935.0,2616.0,2016,3
Indian Institute of Information Technology Guwahati,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OPEN,,6549.0,17168.0,2016,3
Indian Institute of Information Technology Guwahati,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,,5458.0,6533.0,2016,3
Indian Institute of Information Technology Guwahati,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,SC,,3158.0,4916.0,2016,3
Indian Institute of Information Technology Guwahati,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,ST,,2307.0,2551.0,2016,3
Indian Institute of Information Technology Guwahati,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,OPEN,,18378.0,22195.0,2016,3
Indian Institute of Information Technology Guwahati,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,,6175.0,8397.0,2016,3
Indian Institute of Information Technology Guwahati,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,SC,,4527.0,5602.0,2016,3
Indian Institute of Information Technology Guwahati,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,ST,,2058.0,2262.0,2016,3
"Indian Institute of Information Technology(IIIT) Kalyani, West Bengal","Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OPEN,,14831.0,25192.0,2016,3
"Indian Institute of Information Technology(IIIT) Kalyani, West Bengal","Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OPEN (PwD),,958.0,958.0,2016,3
"Indian Institute of Information Technology(IIIT) Kalyani, West Bengal","Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,,6679.0,9334.0,2016,3
"Indian Institute of Information Technology(IIIT) Kalyani, West Bengal","Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL (PwD),,492.0,492.0,2016,3
"Indian Institute of Information Technology(IIIT) Kalyani, West Bengal","Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,SC,,2651.0,5870.0,2016,3
"Indian Institute of Information Technology(IIIT) Kalyani, West Bengal","Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,ST,,1641.0,2720.0,2016,3
"Indian Institute of Information Technology(IIIT) Kalyani, West Bengal","Information Technology (4 Years, Bachelor of Technology)",AI,OPEN,,24421.0,27199.0,2016,3
"Indian Institute of Information Technology(IIIT) Kalyani, West Bengal","Information Technology (4 Years, Bachelor of Technology)",AI,OPEN (PwD),,813.0,813.0,2016,3
"Indian Institute of Information Technology(IIIT) Kalyani, West Bengal","Information Technology (4 Years, Bachelor of Technology)",AI,OBC-NCL,,9295.0,10124.0,2016,3
"Indian Institute of Information Technology(IIIT) Kalyani, West Bengal","Information Technology (4 Years, Bachelor of Technology)",AI,OBC-NCL (PwD),,469.0,469.0,2016,3
"Indian Institute of Information Technology(IIIT) Kalyani, West Bengal","Information Technology (4 Years, Bachelor of Technology)",AI,SC,,3723.0,6156.0,2016,3
"Indian Institute of Information Technology(IIIT) Kalyani, West Bengal","Information Technology (4 Years, Bachelor of Technology)",AI,ST,,1686.0,3384.0,2016,3
"Indian Institute of Information Technology(IIIT) Kilohrad, Sonepat, Haryana","Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OPEN,,9004.0,17845.0,2016,3
